"seed","nind","size","seq","od","bias","maf","oaf","rho","ploidy","delta","pAB","pAb","paB","pab","updog_rho","polyrad_rho","uniform_rho","horse_rho"
41,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.888709359841302,0.884008164433998,0.731611831141325,0.657427260426567
102,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899009495609468,0.88987988109285,0.587948785115831,0.471667319011706
71,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905209490486912,0.904944907731578,0.892199336911056,0.889900789274163
27,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895351493895209,0.886602363289494,0.588231872461766,0.470247212131279
174,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90494167237547,0.904595032096091,0.892314859550504,0.890493775082385
100,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
79,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904323027446193,0.903881464514157,0.891716215199044,0.889512659189258
45,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.960121345489744,0.954516504529533,0.798990060327403,0.707585714111265
95,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.965454577423536,0.961293659435315,0.793137921614456,0.709321241006607
17,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.763791671132359,0.755535928147218,0.50292727695664,0.429609965318355
26,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90490192934722,0.900224203606776,0.742686697135851,0.669042063678818
95,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.827161237313041,0.819158264408541,0.542661472848905,0.431570062656395
71,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.876529086692096,0.86800955026052,0.5759141573782,0.458110034788995
138,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903522031552181,0.903198356100544,0.890568512915121,0.889136766483169
95,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
105,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903004049848911,0.902526138317721,0.891116348773291,0.886323559411967
159,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.956516563488427,0.951155282422487,0.79259441498443,0.719766774039224
16,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.961410030700605,0.956403156683211,0.787466308870657,0.698267578748673
149,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.865560379162538,0.860866600244943,0.714931661934753,0.638246683712265
77,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905323662599496,0.900607377077585,0.743645274277057,0.669155389870687
30,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897676885551764,0.888732604281703,0.588587377734239,0.473797141651643
137,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,0.997626989695345,0.661006781714869,0.520132754449222
155,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.807874559617559,0.804128703185633,0.644250418887372,0.594951329477424
161,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.942248580072612,0.936747576272025,0.770125318943454,0.745685253841522
185,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.910546036568576,0.901381236833474,0.590377077596813,0.482925011872744
140,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.687834960179689,0.684154308635082,0.543077370093978,0.49650589471288
85,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.859577910503082,0.707218908773233
72,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.94470768047984,0.935333641423954,0.618739119425644,0.497157823876466
113,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.911696359603392,0.906949815836283,0.749053463136732,0.677242528743345
104,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.891753817867834,0.892047917320881,0.87577605730772,0.875151163902197
195,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.936912995071102,0.936313619124582,0.9247445310317,0.920934801899366
50,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.875645592986602,0.871131154613538,0.7204263501898,0.655971238910213
127,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.916900793785884,0.911734941399631,0.736382995191157,0.698311554226662
147,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.868029799097189,0.859672005867812,0.570941334859794,0.451022335710448
63,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.940910767086765,0.941000959322529,0.928996188757314,0.931983704040326
190,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.699869601477846,0.696719781602923,0.560792898635474,0.504293191061948
159,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
104,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91139903068448,0.907173410872652,0.74322144748331,0.669413647573372
98,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902135265838546,0.901586967035332,0.89044362466,0.886003957947768
123,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.450677980504377,0.443666144217627,0.427611309722769,0.340058646676817
198,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907092705101293,0.906650593856702,0.895932082685888,0.894030641119659
82,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.912400784255929,0.911964848221562,0.899759921271816,0.895518158232923
4,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897837132624509,0.892972941997771,0.736876177642147,0.679794758553556
115,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90337392053829,0.903021171169861,0.890988753075483,0.888917436898407
69,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.798922021957267,0.794009354234072,0.648764994571781,0.612184331884205
195,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.958485982655991,0.957116799442155,0.952925459435783,0.947741981619238
109,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.916426445974091,0.911562907024249,0.753098660730013,0.680251492407365
112,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.797505266952927,0.789487789508699,0.522620783260356,0.42818824104281
28,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.868724671168138,0.859973491209379,0.576688444556567,0.46771533590027
49,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.937769288578169,0.928224883822014,0.611104054985008,0.496093747397098
132,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901462912797692,0.896759789722256,0.743043578127581,0.667532468838669
181,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.800119393513078,0.788398308718326,0.530491070847801,0.49361100404391
25,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
163,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.832175114527132,0.828241780261275,0.673601118066851,0.641861156851302
6,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907553187787107,0.906784802995548,0.894800611597839,0.894799277408207
77,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.940247554449525,0.936042620049217,0.60517056597037,0.337461287912437
94,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
47,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.810851787667418,0.806487113282127,0.656002043791929,0.618464727549041
155,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,0.995315367858731,0.658223058809353,0.531486484526812
148,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905227950202319,0.904873806236139,0.892003900973481,0.8915543052021
120,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.858702910923701,0.769963314082116
82,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.9033721791044,0.903098202055759,0.890256825671009,0.888732638356694
57,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901194313399051,0.900894237346702,0.888329365432145,0.88625676465763
126,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.930780639591357,0.921546908696237,0.611112747303961,0.491225455450235
47,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.908114002357721,0.899163235726319,0.59609316932376,0.477424560566835
15,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898679902496989,0.897979578130003,0.885126955284037,0.891595967697603
67,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.916973578308871,0.915071333042049,0.750595401455064,0.665124159873988
176,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.910798240106511,0.910467135975257,0.897328406970683,0.896360047199602
33,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.96810502861352,0.967111510272455,0.950673840782575,0.950673628924395
54,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.969588309785193,0.87143633663282
50,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.795840304394619,0.788730634229995,0.536145760425505,0.441726234359393
99,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.925542398280814,0.925574599735368,0.906919656728043,0.909813364553422
133,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
2,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.793793410227284,0.789896667014778,0.649835996640408,0.619476889599548
72,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.909759393926887,0.909644768679516,0.90113314279298,0.899529255237067
17,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.959097494156862,0.959089474748394,0.948103980462808,0.9467321782667
24,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.44626778203257,0.44345546751475,0.358878890807684,0.315589541244979
85,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.885896931396017,0.877401710080338,0.577460245688245,0.4463398261457
49,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.909587906150174,0.900526862615184,0.596165688362053,0.481378401331287
38,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.877256607541032,0.594923002605412
132,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.96071809620236,0.950398800191688,0.639187856777019,0.539655425223744
38,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.915835735475346,0.915982175881635,0.902079570829644,0.898610395354529
39,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.906960992666969,0.906726946453978,0.892835851070377,0.890277916741598
21,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903946686125778,0.89925524398887,0.743344626711672,0.66951732746338
166,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.694348137787506,0.690316727611618,0.578194746196628,0.532230772111733
135,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904440548771197,0.904159145384357,0.891214374982073,0.890079890979232
154,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.508681257391517,0.50846210272623,0.295608915241992,0.26682005634083
8,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904381979689005,0.899267921398994,0.758803174218655,0.677868433088988
21,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.161639661163627,0.158965633026942,0.115519710012905,0.0502335099463478
98,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.494508720494039,-0.489893894801985,-0.329090494810572,-0.275028020734554
145,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.923142240824306,0.918546776831061,0.752191132578855,0.667298382350447
45,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.906556769292047,0.901950557578538,0.744800404781128,0.66943286288283
117,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
113,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.919768597741286,0.717548877494291
20,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.88691098796948,0.886845258594993,0.871008135621771,0.870478300010388
141,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.200873775893875,-0.198956501901617,-0.126963096888562,-0.131099826855366
135,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.644021984934655,0.635923564230244,0.411739104759824,0.361529553807529
32,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901007638604515,0.900475631161105,0.888266581705721,0.88340249042464
57,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89357913824437,0.888861949513429,0.734671022515295,0.664692306713088
106,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.978555620610407,0.798574964196407
148,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.782455893512954,0.774549091681013,0.513794180272572,0.419337734104986
97,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.911117318011067,0.902103885000691,0.597791030885366,0.481682477178459
74,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.945878038501767,0.945127548261905,0.937958348227713,0.931359791794414
70,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.494901569388985,0.493032203043678,0.428614118116361,0.19445843599448
91,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896716656068748,0.896065376356129,0.884932517020149,0.883999080437049
156,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.672619619000109,0.670913667236026,0.57077908258072,0.408521201695719
87,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.927856992272939,0.923188246999842,0.764906902554634,0.687403439668629
61,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.954535065373276,0.945019352579913,0.625818884964668,0.495067118078033
48,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
28,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901207786458174,0.90099900924178,0.887743823643579,0.886361429449415
68,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.93386645233017,0.924438016985216,0.611088712228067,0.507133977916759
107,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898215461477811,0.889532132473774,0.592906420474109,0.476498138240405
173,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
68,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.128699406045993,-0.122888210776051,-0.087501967107576,-0.146035409389499
96,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903679612618014,0.89458381520819,0.591620510951227,0.479085020193041
114,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.748065346090475
19,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.716894058343406,0.706270782259887,0.465362716426459,0.525206952356631
93,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.861724297301811,0.86158104270294,0.847671328957412,0.847585769300894
83,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.914954298302222,0.914572597231784,0.901789586217098,0.901260563163425
77,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
154,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.637200677309802,0.632118484585636,0.483626594430923,0.551875324218071
38,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.978892389715276,0.936131052298103
128,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.929976151945069,0.920649308623445,0.608168729808845,0.490503626865076
45,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.916116416871399,0.78177317912494
120,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899739878254566,0.89503598647856,0.739211784959185,0.66862365309978
108,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.566575619695143,0.565660165944364,0.540069390225496,0.540069387101897
172,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.890483395178038,0.890010369968844,0.877617840465708,0.875635796799469
21,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894474163293056,0.894531695637671,0.874290855599462,0.877574918961788
54,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.947993653204902,0.756713028367108
123,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894819113927592,0.890449351798244,0.732248381761049,0.649442343442556
198,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.917961629068439,0.917531818791615,0.903069085928946,0.903119396080841
83,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.927109335453076,0.835551250253647
23,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.617482133473479,0.609823775310457,0.393869420969737,0.376881671431732
190,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90568509415268,0.899279407385779,0.594178053897886,0.278855580904998
190,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.914400555947843,0.913420559188978,0.902109696593666,0.899510037258433
160,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.797605976609475,0.797858066529563,0.770349854318557,0.770357220022264
37,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.912818062279184,0.907847592676119,0.750736877538922,0.678822913567768
136,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.941708850378663,0.933028004541794,0.620846856872456,0.472453139544446
182,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
190,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.883132813254891,0.882602397277262,0.870511545286302,0.868523555745127
157,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.938878821472616,0.929778640035983,0.620188897863639,0.489136539982636
20,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.769780238540271,0.76192289996986,0.502116082755106,0.404853711144931
181,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.778642293008713,0.774900250009389,0.636801446766146,0.585458955473859
168,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.885475227447919,0.885058903494913,0.873348728129417,0.870035974456923
57,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.926138189903767,0.921441278456646,0.775331028792179,0.707426275085114
200,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.923465230771017,0.914301770427415,0.605806938435366,0.487526336304532
58,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896016051594794,0.895822945711729,0.882319617115394,0.88158635881667
51,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.820037727785662,0.811815342722717,0.539072465463437,0.441310504934728
28,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.965336702200942,0.868568530082001
22,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.829430083378384,0.82148870291891,0.543539900424682,0.424093468732713
6,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.817280547780655,0.817190138450051,0.799092688002784,0.799903529809063
23,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894191917770408,0.893783113589341,0.881562069750401,0.879776601335272
153,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.875910174324508,0.87110470894851,0.716868034140879,0.650819872048044
149,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.927651718698407,0.927777085843627,0.90852575442396,0.909286859926602
117,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.671592336985236,0.545098286443116
142,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889446228368552,0.889014514222053,0.87684235285964,0.877400092712679
190,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.911252506534666,0.906498729945166,0.750022338047944,0.675903005662873
112,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.958479124182701,0.802380427949941
115,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.618199719355922,0.614594678930033,0.430570474956628,0.282039916251459
179,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894097927717368,0.889264792904727,0.742052309516037,0.66523821226137
29,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902312033465818,0.901943381879475,0.890018173181276,0.888763708443871
170,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897877139418648,0.89794455507972,0.884913832782545,0.882654159919174
101,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.910599727928276,0.905858000664204,0.747805941026417,0.674294013540152
5,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899929600543614,0.89520175696734,0.741105846164708,0.667351599694426
30,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.752282295639265,0.737177077885345
197,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.251564873790904,0.249822721080135,0.18805857258439,0.213955167475221
122,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.935065662096596,0.925808710499326,0.613519648423259,0.496333046399488
187,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903730668120567,0.897925161568549,0.763801799434851,0.685552271505811
196,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.933853198668219,0.928723276701091,0.771020865437844,0.701561319569127
62,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.9020298507748,0.897338238681063,0.740465628319081,0.670514565169947
154,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.909314080644185,0.904679730242186,0.747645121147766,0.66861012950572
76,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896457292353682,0.896029610756055,0.883286011139577,0.880994235324755
99,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.911984411481312,0.902964802630062,0.598148915394778,0.479086989926406
52,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.631242736774869,0.625227497688913,0.422234400821871,0.322578375227502
